	8Mod_A_001	8Mod_AA_089	8Mod_AB_091	8Mod_AC_105	8Mod_AD_096	8Mod_AE_098	8Mod_AF_104	8Mod_AG_107	8Mod_AG_107r	8Mod_AH_132	8Mod_AI_113	8Mod_AJ_115	8Mod_AK_117	8Mod_AL_127	8Mod_AL_127r	8Mod_AM_129	8Mod_AN_131	8Mod_AO_138	8Mod_AP_146	8Mod_AQ_150	8Mod_AR_119	8Mod_AS_153	8Mod_AT_159	8Mod_AU_163	8Mod_AV_167	8Mod_AW_169	8Mod_AX_171	8Mod_AY_173	8Mod_AZ_179	8Mod_B_003	8Mod_BA_181	8Mod_BB_183	8Mod_BC_185	8Mod_BD_191	8Mod_BE_193	8Mod_BF_199	8Mod_BG_203	8Mod_BH_207	8Mod_BI_211	8Mod_BJ_215	8Mod_BK_217	8Mod_BL_238	8Mod_BM_221	8Mod_BN_223	8Mod_BO_225	8Mod_BP_227	8Mod_BQ_233	8Mod_BR_240	8Mod_BS_242	8Mod_BT_244	8Mod_BU_248	8Mod_BV_250	8Mod_BW_252	8Mod_BX_254	8Mod_BY_256	8Mod_C_005	8Mod_D_007	8Mod_E_009	8Mod_F_011	8Mod_G_019	8Mod_H_021	8Mod_I_023	8Mod_J_025	8Mod_K_027	8Mod_L_029	8Mod_M_035	8Mod_N_041	8Mod_O_047	8Mod_O_047r	8Mod_P_049	8Mod_Q_063	8Mod_R_055	8Mod_S_057	8Mod_T_059	8Mod_U_060	8Mod_V_065	8Mod_W_069	8Mod_X_086	8Mod_X_087	8Mod_Y_078	8Mod_Z_080
IGSF1	-0.043302427	1.364518522	1.409789241	1.394042904	-0.501914494	-0.434008415	2.638987678	-0.504866932	-0.505851078	0.187971899	-0.001968292	-0.60672605	-0.204210309	-0.54669314	0.54669314	-0.195352994	0.801094898	-0.044286573	-0.525534	-0.079715831	0.471898039	0.356260876	0.687426028	1.132752123	-0.457135848	-0.541280337	-0.531438876	-0.25144932	2.364410925	0.789285146	-0.472390112	-0.567852281	-0.508803517	-0.473374258	-0.521597415	-0.521105342	0.991035089	2.103612218	-0.450738899	0.822254039	0.879826584	0.234718837	0.571296792	-0.541280337	0	-0.540788264	1.694699527	0.969875949	2.120834774	-0.529962657	1.829035465	-0.533407168	-0.518152904	-0.507327297	1.961403111	2.314219476	0.201749944	-0.15254264	0.026571944	4.378465851	-0.242099932	0.099398753	0.23029018	0.871461342	-0.138764595	0.463532797	-0.201257871	0.417277932	0.685457735	-0.500438275	-0.105795702	-0.011809753	0.333133444	1.299564881	2.25812315	-0.210115185	0.504374859	-0.153526786	0.12498655	2.439698099	-0.506343151
IL7R	0.737753659	-0.565185675	-0.108748463	-0.395681028	-1.672071441	1.07574184	-0.669339133	-0.915427204	-1.12373412	1.432110044	0.890409952	1.077273509	0.416613831	0	0.232813611	1.252394273	2.276569941	0.48860225	-0.437546634	0.26497865	-1.207975887	-0.025017252	1.004774533	-0.601945719	-0.003573893	-1.673092554	-1.356037175	-0.042376162	-0.379853787	0.555995664	-0.196053567	0.399254921	-0.981799506	0.109769576	0.143466282	0.571312349	-1.230950915	-0.997626747	0.027059477	-0.288464233	0.814337084	-1.223292572	-0.420187724	-2.968884101	0.269063099	-0.706609733	0.347688749	-1.338678265	-0.84548101	-0.488091694	0.542721204	-2.532869136	-0.256299195	-0.673934138	0.25834142	0.942486681	0.489623363	1.679729784	1.491334559	-0.046460611	0.626962971	0.754602012	-0.632068533	-1.112501884	-0.7535809	0.611646286	0.51923562	0.128660154	-0.145508507	0.728053092	1.4326206	1.58834023	0.77093981	0.535062861	-1.84668165	-0.7163103	1.625100274	-2.045798554	-0.336456513	0.620836297	0.095984559
ITGB8	-0.13695788	-1.317850101	0.840468139	-0.410380985	-0.782334939	0.393630741	-1.049353539	-0.673951005	-0.508911834	1.268584677	0.666068537	0.026110675	0.300026434	-1.106501431	-0.614339842	0.196076389	1.881446556	2.117920593	0.908947079	-0.532066583	-0.14976689	1.138523957	0.660156686	0.041382956	0.116759056	-1.142465191	-0.990727684	1.093199766	0.217753176	-0.252238973	-0.863622889	0.761150806	-0.667053846	0.917322201	0.167009789	0.815342773	-0.668039154	0.488220355	0.138435842	-0.030051909	1.502102789	-0.874953937	0.554236024	-1.109950011	0.704988222	-0.870520048	1.02866206	-1.180892222	2.001654191	-0.992698301	0.265540637	-0.867564123	-0.163068555	-0.745878525	-0.064045052	0.115281093	0.272437797	0	-0.418263453	-0.711392728	1.247400545	-1.298143932	-0.998117497	0.596111635	-1.342975468	0.154693432	-0.536993125	2.506132137	2.580030273	0.894167452	1.716407384	1.128670872	-1.164141977	-1.066103783	-0.929145903	-1.297158623	0.739966674	-1.267106714	-0.90204992	1.704091028	-1.260702209
ITGBL1	-0.05882069	0.477984348	-0.032324884	-0.694190129	-1.917236554	1.041285193	-0.023846226	-0.786395535	-0.618942039	1.293525271	0.970276432	1.278157703	0.710087613	-0.314770181	-0.111282387	1.425474387	1.670825555	0.84044698	0.276616219	0.672993484	-0.893438593	0.986703832	1.175353974	-0.413334581	0.390018271	-0.427642316	-0.978225174	1.079439155	-1.198670284	0.771027968	0.181761232	1.104345213	-0.215675864	-1.959629845	0.660805413	0.360342968	-0.747181742	-0.206137374	0.428172232	1.191781374	1.724877	-0.681472142	0.226274187	-1.205029277	1.135610264	-0.572839335	0.496531413	-0.913575406	-0.351334393	-0.515078477	-0.200308297	-1.973407664	0	0.134598697	0.836207651	-1.8398688	0.232633181	1.348106632	0.317949677	-1.026977458	0.749831322	-1.457799271	-2.005202632	-1.595577464	-0.269197393	0.153145761	1.831390142	-1.315781748	-1.011079974	0.76254931	1.042874942	1.289815858	0.878600942	-0.028615471	-0.432941477	-1.751902722	1.232584916	-1.237884077	-0.667694322	0.957028529	-0.748241574
ITIH5	-0.651167963	-1.144280608	0.20043608	-0.779307447	-2.533871046	0.464692604	0.316110634	-0.840136307	-0.822685405	1.045059762	0.892489015	0.184979567	0.009473347	-0.937362764	-0.651167963	1.261450954	1.802428932	3.456774491	0.582361547	-0.164038484	-0.826175585	0.808226085	0.717979989	0.53349902	-0.186475358	-0.92190625	-0.35450262	0.654159546	-2.13748626	0.269242496	-0.161545498	0.028420041	-0.656652532	-0.044873749	0	0.363975967	-0.371454925	-0.515050923	0.460703827	0.386911439	0.844623682	-0.776814461	0.274727065	-1.837829334	0.653660949	-0.423807633	0.242816844	-1.506262186	0.717481392	0.045870944	0.005983167	0.167528664	-0.409348313	-1.257462176	-0.165035678	-0.173013234	0.256777566	0.371953522	0.480647715	-0.297662537	0.863570376	-1.623931129	-0.282704621	-0.627235296	-1.757555182	0.042380763	-0.229853316	-0.419320258	-0.280710232	1.509752367	2.004360804	0.476658937	-0.904455348	-1.04555836	0.446244507	-1.330755966	0.463196813	-1.051541526	2.338919535	2.139979246	-0.085260124
KRT19	0.205925109	-1.07801232	1.134276011	-0.511624497	-1.307943271	0.528128513	-0.785816218	-0.554759994	-0.540131434	0.779814758	0.702921047	0.804570782	0.23255659	-0.722800884	-0.263689165	0.480491921	1.776807363	1.330073656	0.519126323	-0.945980192	-1.602014829	2.395707964	1.026624816	0.07351789	-0.22693022	-1.761053529	-1.700663834	0.746056543	-1.526246392	0.254686975	0.568638371	0.585517478	-0.909221247	0.379217278	-0.066391155	0.368339631	-1.113645991	0.78056494	0.26518953	0.540506525	1.240426842	-1.322946922	0.320327948	-1.571632436	0.666537193	-1.355954954	0.573889649	-1.138402015	-1.477859618	0.467738818	-0.031132576	-1.556628785	-0.402097845	-1.423471383	0	-0.118153751	0.320703039	0.071642433	-0.442607703	0.249435697	0.640655895	-0.830827171	0.093772818	-0.639530621	-0.573139466	0.563762184	-0.722050702	-1.502990733	-1.751676247	1.2723096	1.494363634	0.49474539	-1.420095562	0.498121211	-0.661285915	-1.023624085	1.120022543	-1.183788059	-1.142528019	2.204411415	-1.597138643
LGR5	-0.476449915	0.290746995	-0.250104942	-0.220717611	2.210302426	-0.383911086	2.664868158	-0.233222859	0.357024805	-0.365778478	0.73280748	-0.246353368	-0.130679832	-0.483953063	-0.286370159	1.181120589	-0.498959359	-0.200709216	0.789081092	-0.259483877	0.367654265	-0.246353368	0.018132608	0.735933792	0.522719329	-0.220717611	0.476449915	0.022509445	0.242601794	-0.381410037	1.022303951	0.182576608	0.850356803	-0.327637474	-0.294498569	0.655274948	-0.420176303	0.262610189	-0.367029003	-0.33451536	0	0.031263118	0.435182599	3.148195959	1.527515934	0.139433505	0.39016371	-0.327637474	0.207587102	-0.143185079	2.213428738	2.919975199	1.803881895	-0.373281626	-0.083785156	-0.486454112	0.614632895	-0.470822554	-0.47519939	-0.308254341	-0.41955104	1.101087008	-0.241976531	-0.426428926	1.931435415	-0.025635757	-0.445812059	1.238644726	1.304297273	-0.145060866	1.591292694	-0.389538447	-0.332014311	-0.412673154	0.698418051	3.195715898	-0.466445717	3.046903457	-0.332639573	0.791582142	2.914347838
LIF	-0.045417294	-0.247730693	0.714290166	-0.345171433	0.482249083	0.292322218	-0.496287156	-0.927338563	-1.232873085	0.095789201	-0.169282641	-0.103221122	0.863754351	1.096621203	0.590424819	0.217177241	-0.071841901	3.573102369	-0.682085176	1.014044305	-0.546659064	-0.720070549	1.619332966	-1.888533653	-0.634190575	-1.222138088	-0.513628304	2.271690459	-0.786132067	0.673827486	-1.377382656	0.46077909	-1.499596465	0	-0.590424819	-0.407104106	-1.532627224	0.213048396	-0.561522905	0.08092536	0.400497954	-1.161031183	-0.747320925	-0.489681004	-0.142858033	-1.111485045	-0.658137876	-0.330307591	1.661447184	-0.682910945	-0.434354483	-1.920738643	-0.157721875	0.657312107	-0.225434931	0.109827274	0.608591737	0.272503763	0.442612172	0.203139169	0.174237254	0.085054205	-0.19405571	0.438483327	-0.168456872	0.346822971	1.180849639	1.644931805	1.356738431	1.774577534	1.44674725	1.105704662	1.098272741	1.392246497	1.231221547	-0.545007526	1.400504187	-0.780351684	0.215525703	1.924867488	-1.004960847
LPA	0.130970876	0.519606903	-0.92321103	-0.525487228	0.122952251	0.423383402	-0.169994851	0.102103826	-0.187635826	0.257665151	0.449043003	0.531902128	-0.617968703	-0.08446285	-0.152888451	-1.268011907	-5.051199203	-5.903846333	0.423383402	0.080720825	0.107449576	0.412157327	-0.08660115	0.052922925	-0.202069351	0.476306328	-0.701362404	-0.684790579	-0.236816726	-0.104776701	-0.385963152	0.423383402	0.548473953	-0.263545476	0.423383402	0.359768977	0.386497727	-0.598724003	0.523348928	-0.0106915	0.278513577	-0.127763426	0.419641377	0.336782252	0.386497727	-0.141662376	-1.868339635	0.293481677	-0.679444829	0.092481476	0.183359226	-0.451715878	0.179082626	0.0598724	-0.607277203	-0.435678627	-0.118141076	0.025125025	-0.574668128	-1.134368156	0.523348928	0.415899352	0.426590852	-0.635609679	0.453319603	0.562372903	-0.687463454	-0.090343176	-0.110657026	-1.685514984	-1.274961382	0.249646526	-0.472564303	0	-0.608346353	0.624918179	0.117606501	0.457596203	-0.171598576	-0.648974054	0.552750553
LYPD6B	0.475513432	-1.033166082	0.768867782	-1.023108218	-0.925882205	0.649290961	-0.933146218	-1.02757838	-1.054399349	0.932587448	0.900178777	1.434921849	0.407343469	-0.168748597	-1.044900256	0.539772004	2.271959594	3.133024457	0.455397705	-0.430811817	-0.1162242	0.018439416	0.809099236	-0.38275758	-0.005587702	-1.071721225	-0.671641769	0.690639955	-0.273797393	0.831450043	0.661025135	0.436399519	-1.005786343	1.277348655	0.183835393	0.667171607	-0.883415671	2.903928679	0.593413942	0.053083168	0.886768292	-1.060545821	0.327998102	-1.072279995	0.613529669	-1.068368604	0.370464636	-1.11642284	0.864976255	0.898502466	0.304529754	-1.062222132	0.250887815	-0.985670616	0	0.866652565	0.490041457	-0.043584075	-0.722489856	0.416842562	0.695110117	-0.815245708	-0.281061406	-0.274914934	-0.834243894	-0.247535194	-0.76439762	-0.710196912	-1.070044914	0.914148031	2.456353757	0.602913035	-0.358171692	-0.782278266	-0.603471806	-0.659907595	-0.063699802	-1.090719412	2.166910798	2.035041033	-1.053281809
MFAP4	0.094198869	-0.006299924	0.10409875	-1.086586955	-2.361271652	0.641992293	-0.452394569	-0.329096049	-0.328796053	0.726891273	0.59309288	0.889789318	0.366595599	-0.122098534	-0.237897144	0.294596463	1.35688371	-0.119698563	0.24239709	0.291596499	-0.757490906	0.469194367	0.37649548	-0.127198473	0.262196852	-0.813590232	-2.813966217	0.264296827	-2.399971187	0.389695321	0.279596643	0.427794864	-0.190797709	0.125398495	0.340795909	0.191097706	-0.297596427	-0.200097598	0.276296683	0.396895235	0.967488385	-1.157386105	0.216897396	-1.76247884	0.514193827	-0.457494508	0	-0.309296287	-2.068475167	0.08999892	-0.03749955	-2.357071702	-0.128998451	-0.128398459	0.242697086	-1.037687542	0.181497821	0.424494904	0.388795332	-0.348895811	0.647092231	-1.673979903	-0.185397774	-2.746767024	-0.701391579	0.442194691	0.913789029	-2.144974248	-2.221173334	0.606292721	0.67799186	0.689091727	0.406795116	-0.255296935	-2.717967369	-1.47178233	0.774890697	-2.471970323	-0.268496777	0.537593546	-0.594892858
MME	-0.901799226	0	-0.574807935	0.020189535	-1.950467421	0.68802768	1.531237667	0.690007046	0.48969519	0.22287663	1.153574602	-0.873296353	-0.194373758	-0.502759007	-0.700695623	-0.24979601	-0.262068081	-0.846376973	0.67575561	0.316302714	-0.729198496	-0.079174647	-0.04037907	0.056609872	0.695549271	-1.859020704	0.207833448	-1.323800093	-2.307545078	-1.570429117	0.31709446	-0.287799841	0.488903443	0.254942362	-0.037607957	0.499987894	0.013063817	-0.294133812	0.942574169	-0.486132331	-0.394685614	0.811936002	1.117946011	-1.883960718	1.391494416	0.351535431	-0.828166804	-1.900983267	0.64883623	0.62191685	-0.299280165	1.952050914	1.361012177	0.182893434	0.455650092	-0.357077657	1.343989628	0.309968742	0.975431647	-1.020561196	0.655170201	0.228022982	-0.325407798	-1.267586094	1.023728182	0.79214234	-1.421580781	-1.557761174	-1.875251507	-1.116362518	-1.432269359	-0.036024464	-1.416830303	0.096197196	-1.440582697	2.230745671	0.114011491	1.672564411	0.566098724	-0.372516713	-1.313111515
MUC1	1.554765109	-0.739532468	0.11573392	0.510976174	-0.437459659	-0.029115451	-0.101176194	-1.147876675	-1.456500461	-0.930966561	-0.861089478	2.797267002	-0.15285612	-0.897483792	-0.061870334	0.656553431	1.256331732	2.19384927	0.146305144	-0.059686676	-0.864728909	0.337739237	0.409072093	0.770103692	-0.456384702	0.385779732	0.880742408	0.732981491	0.767192147	0.353024849	1.183543103	0.423629819	-0.411255752	-2.693907149	-0.695859291	0.14703303	-0.863273137	1.390262809	-0.316630535	0.397425913	1.132591063	-0.510976174	-0.543731057	0.208903364	0.072060742	-0.314446876	3.7209547	0.629621638	-0.610696595	0	-0.581581143	-0.783205645	-1.085278454	0.171053277	-2.559248186	-0.559744555	0.597594642	0.053135699	-0.461479906	1.608628695	1.621002762	-0.468758769	0.573574394	0.500057879	-0.456384702	-0.137570508	0.821055732	-0.625254321	-0.196529298	1.752022293	1.325480929	-0.03129911	-0.208903364	-0.307168013	0.726430515	-0.107727171	0.449833725	-0.187066776	0.521894468	1.044516822	-0.518255036
MYH11	0.121408949	0.174828887	-0.233988157	0	-1.217621392	0.450316831	-0.866639156	0.349216287	0.748762103	0.447667908	-0.74169831	1.164642941	-0.485635798	-2.029516149	-1.149190893	0.556715219	1.648954278	0.090504853	0.738166413	0.5505344	0.463561444	1.365078079	1.077669984	0.973920519	0.845447776	0.037084915	-1.03440425	0.532874917	-0.028255174	0.02428179	-0.82513937	0.241493438	-3.20475478	-1.082526342	-0.51874733	-0.290057018	-0.786288506	0.15010561	-0.158493865	0.820283012	1.542114402	-0.178360784	0.301094195	-0.867080643	1.150515354	-1.460439291	0.710352726	0.402194738	-0.132887614	-0.694017704	0.470625237	-1.198637447	-1.510327332	-0.323610036	0.473715647	-0.113903669	0.326700446	0.157169404	-0.054744399	-0.443694525	1.050297785	-1.155371712	-1.052946707	-2.175648375	-0.286083634	-0.260035895	1.084733778	-1.934154937	-1.161552531	1.837910752	-0.210147854	0.569959832	-0.134212075	0.286966608	-1.653810636	-2.414934377	0.909463404	-1.837027778	0.168206581	0.943457909	-1.356248338
MYRIP	-0.601038803	-0.447769896	-1.775832938	-1.768610843	1.058438159	-0.35709248	0.606655988	-0.37795631	0.245551233	-0.054566941	0	-0.274439614	0.010431915	-0.145244357	-0.183762197	-2.310267974	-0.37314158	-2.133727872	0.80245501	0.512768752	-0.247958598	0.40042505	-0.004012275	0.047344846	-0.00481473	1.127449289	-0.955723917	-1.130659109	-1.96521232	-0.634741913	-0.174935192	-0.036110475	0.612273173	0.35548757	0.933255177	0.102714241	0.607458443	-0.277649434	0.80566483	-0.75912244	-0.485485281	0.40042505	0.065801311	1.318433582	0.533632582	0.121170707	-1.173189225	1.153930305	1.704414442	-0.490300011	-0.156478727	2.379279105	1.15954749	1.444419018	-0.167713097	1.080906899	0.450979716	-0.288081349	0.273637158	-2.499647357	0.524805577	1.18522605	-0.884305421	0.81850411	1.645032771	0.056974306	-0.664432748	0.03370311	0.159688547	-2.766864875	-1.348926872	0.540854677	-0.748690525	1.21250952	-0.105924061	1.837621973	-0.037715385	0.827331116	-0.087467596	-1.127449289	0.745480705
NKD1	-0.117556956	1.062933594	-0.032259816	-0.088577799	0.702061077	-1.043249638	2.794028119	0.067253514	0.159111973	-0.54513621	-0.311115851	-0.41555017	-0.029525933	0.153644208	0.223084828	1.048717404	0.459292294	-0.658318954	1.296407176	0.485537567	-0.20230732	0.025698497	-0.366887058	0.159111973	-0.074908386	-0.109902085	0.572475037	-0.563726613	-1.604789145	-0.017496849	-1.302421718	-0.330799807	0.454918081	-0.384383908	-0.31439651	0.314943287	-0.031166263	-0.973262241	-0.033900145	-0.283230248	0	-0.760566167	-0.392038779	3.410792056	1.834982068	0.34446922	-0.135053805	0.479523026	-0.51670383	-0.366340282	0.783530782	2.664988856	2.657880761	0.106621425	1.816391666	-0.486631121	1.235168204	-0.330799807	-0.054677654	0.211055744	-0.499753758	1.619552111	0.241128454	-0.133413476	1.938869611	0.394225885	0.082016481	1.118158024	1.307889484	-0.601454194	-0.003280659	-0.188637906	-0.350483762	0.162939409	1.03340766	3.037343679	-0.221991275	2.383398938	0.067800291	-0.27174794	1.845370822
NOTUM	-0.348565665	0.769895879	-0.235311164	-0.071004117	1.53392365	-0.126751151	2.510963771	0.026993301	0.133792881	-0.083327145	0.404312699	-0.640210674	-0.548668176	-0.107386392	-0.059267899	0.611456941	-1.378418766	-1.224674314	1.273966428	-0.09975785	0.230616677	0.125577529	0.261130843	-0.542800067	0.01995157	-0.946525955	-0.007041731	-0.431305999	-0.900167895	-0.299273551	-0.178977319	0.160786182	0	-0.79043426	0.465341031	0.799236423	0.024646057	-0.508178225	0.857917512	-1.088534189	0.113841311	-0.363235937	0.436000486	3.326630899	1.557396085	-0.136140125	-0.430719189	0.201862944	-0.965303903	-0.087434822	0.706520304	2.351938021	2.233402223	-0.36558318	0.109733635	-0.41194124	1.127850518	-0.466514652	-0.203623377	-0.653707324	0.355020585	1.690602156	0.592678992	0.15257083	1.443554774	0.539866013	-0.461233354	1.058606834	1.276900483	-0.860264755	-0.029927355	-0.370864478	-0.671311651	-0.107386392	-0.267585763	3.67284932	0.416635727	2.486904525	0.327440473	-0.613217373	2.122494966
NTS	0.017947156	-0.007111137	0.698584594	-1.332153075	-1.348745729	0.967114688	-0.524869666	-0.248889809	-0.402287202	0.668785542	0.286815876	0.176423933	0.321355686	1.375497151	1.322671559	-0.304085781	1.956578665	1.682969188	0.115809952	0.11750308	-0.971516821	0.587515401	-0.349122984	0.465948813	0.626457344	-1.27187772	-1.26578246	1.889192173	0.58142014	-0.461546681	0.995897863	-0.231281279	-0.403641705	0.512679145	-0.039619194	0.121905213	-0.104635308	-0.120889336	0.635600235	-0.640679618	0.199111848	-0.435811136	-1.249189806	-0.551621088	0.348784359	-0.280381989	0.103619431	-0.18895308	-0.301376776	0.18353507	0.146963507	-1.026035541	-0.602414927	-1.248173929	0.34641398	-0.728045021	0	-0.546541704	0.21197962	1.965382931	-0.527917297	-1.340618715	-1.318269426	-1.226163265	-1.135072981	0.341334596	-1.027728669	1.573254496	1.52076753	-0.101587677	0.860109001	0.305440283	-0.828955447	-0.10294218	4.188798562	-1.330121322	0.462901183	-0.444954027	1.391073928	2.468919185	0.022349289
ODAM	-0.234104587	0.257023917	-0.295086376	-0.345836322	-0.847196669	-0.234104587	2.650047553	-0.934781253	-0.559477221	-0.293040007	-0.446108391	-0.099044248	0.27257632	-0.219780006	-0.227556207	1.008859802	0.650745268	1.362063051	0.708452867	1.297397798	-0.956882035	0.821412423	0.839011194	1.095625838	-0.956882035	0.091268047	1.625635348	-0.186628832	0.092086595	0.163709501	0.358114534	-0.058116873	-0.927005051	-0.937236895	0.03601609	-0.103955533	-0.142017992	-0.270120677	0	-0.002455643	-0.46452571	0.211185257	-0.96179332	3.227532819	2.665190682	0.16903006	0.316777885	0.106411176	-0.940511085	-0.041336649	-0.049931398	0.435876547	2.470785649	0.070804359	3.081422089	-0.658521469	2.523581963	-0.333967383	0.026602794	-0.65320091	-0.242699336	-0.05566123	0.323326265	-0.234513861	0.74365041	-0.043792292	-0.693719012	1.299853441	1.432458137	-0.512820013	0.336423025	-0.214050173	0.473120459	0.073669276	-0.1231914	2.942269013	-0.161663133	2.089751785	0.863158346	-0.264390845	0.390037887
OMD	0.247850154	0.365966243	0.101980011	-1.301858753	-0.813258319	0.938474282	-1.198587855	-0.812612876	-1.052717713	1.21407849	0.28012231	1.59166271	0.957192132	-0.373711561	-0.937183396	1.596180811	2.389430394	0.926210863	0.42534701	0.884257061	-0.620270829	0.910720228	0.84682136	-1.164379371	0.869411869	-0.508609171	-1.063044802	0.538299554	-1.221178364	0.244622939	0.560890063	0.698369445	0.019363293	0.35693004	0.630597919	0.480209674	0	-0.561535506	0.821003636	0.737096032	1.459346872	-1.152115952	0.240104837	-1.123071012	1.51291865	-0.821649079	0.265277118	-0.179433185	-1.283140903	-0.985591629	-0.864248324	-0.908138456	-1.216014819	0.065835197	-0.107788999	-1.303795082	-0.088425706	1.121780125	1.227632795	-1.232150897	-0.788731481	-1.289595334	-0.833912498	-1.327031034	-0.844239588	-1.144370634	2.543045854	-1.276686472	-1.127589113	0.649315769	0.565408164	1.572299416	0.418247135	-0.968810108	-1.28055913	-1.297340651	1.037227078	-1.035936192	-0.365966243	1.079826323	-0.551853859
