NAME	GSM136579	GSM136580	GSM136581	GSM136582	GSM136583	GSM136584	GSM136585	GSM136586	GSM136587	GSM136588	GSM136589	GSM136590	GSM136591	GSM136592	GSM136593	GSM136594	GSM136595	GSM136596	GSM136597	GSM136598	GSM136599	GSM136600	GSM136601	GSM136602	GSM136603	GSM136604	GSM136605	GSM136606	GSM136607	GSM136608	GSM136609	GSM136610	GSM136611	GSM136612	GSM136613	GSM136614	GSM136615	GSM136616	GSM136617	GSM136618	GSM136619	GSM136620	GSM136621	GSM136622	GSM136623	GSM136624	GSM136625	GSM136626	GSM136627	GSM136628	GSM136629	GSM136630	GSM136631	GSM136632	GSM136633	GSM136634	GSM136635	GSM136636	GSM136637	GSM136638	GSM136639	GSM136640	GSM136641	GSM136642	GSM136643	GSM136644	GSM136645	GSM136646	GSM136647	GSM136648	GSM136649	GSM136650	GSM136651	GSM136652	GSM136653	GSM136654	GSM136655	GSM136656	GSM136657
TKTL1	-0.2376	-1.2001	-0.1335	-1.0605	1.2908	-0.1293	-0.0524	0.6537	-0.2312	-0.3908	-0.3145	-0.3241	-0.2622	0.0888	0.2045	-0.1239	-0.1972	0.3129	0.1682	1.3874	0.6901	-0.1823	0.1552	0.0557	0.1946	0.0075	-0.5342	5.1161	-0.6915	-0.234	0.7823	0.0933	0.8083	-0.4192	0.043	-0.3145	-0.1254	0.1748	0.2143	-0.0274	3.4672	0.1936	0.2605	0.2839	0.3465	3.9606	0.185	0.3702	0.0843	0.2269	0.1915	-0.0026	0.0824	1.0597	-0.2204	1.2507	0.2433	0.3984	-0.0026	-0.1361	-0.1049	-0.5245	-0.1858	-0.0306	-0.3695	-0.0936	-0.2331	0.0961	-0.11	0.0851	0.0288	0.0526	-0.2592	-0.3284	-0.9081	0.1178	-0.1088	-0.0108	1.1868
SFTPD	-0.0351	-0.1352	0.1196	-0.3757	1.6014	-0.0709	1.2431	-0.0243	-0.1063	-0.14	0.2269	-0.1126	-0.1576	0.0448	4.8347	-0.3324	0.7005	0.8605	-0.0288	0.4725	-0.0236	0.0526	0.2653	-0.0831	0.1552	-0.184	-0.2085	0.4378	-1.1024	-0.2564	0.6684	0.4798	0.1178	-0.0313	-0.0205	-0.2603	0.1339	-0.0847	-0.0792	-0.2221	-0.0265	-0.0026	0.1936	-0.0026	0.9834	-0.5024	0.5109	1.3932	0.3465	0.0989	0.2941	0.1037	0.3785	0.0565	-0.3008	0.6277	0.0737	0.3614	0.5803	-0.1482	0.4798	-0.3136	-0.0768	0.186	0.0349	-0.0026	-0.2612	0.2713	-0.442	-0.0026	0.1583	0.0388	0.1045	-0.3156	-1.0087	-0.0228	-0.7972	0.0059	0.0727
XIST	-0.2085	-1.1024	-0.1576	6.5181	5.459	-0.2988	0.0718	-0.1999	4.9776	-0.3106	4.0031	-0.2175	4.1645	-0.1982	-0.1614	5.1161	6.5181	5.2649	6.0398	-0.0228	2.8193	4.0434	-0.1285	-0.5231	-0.179	5.6898	5.6898	-0.0945	6.5181	6.0398	0.0323	-0.1457	0.0216	5.1161	5.6898	-0.1071	-0.4738	-0.3768	-0.2757	5.6898	5.459	5.1161	-0.0728	-0.2988	0.0372	4.6686	2.9083	0.5434	2.8943	6.5181	5.6898	4.0031	0.1053	5.2649	6.0398	6.5181	-0.4545	-0.0587	2.428	-0.6401	-0.3981	5.2649	-0.1385	3.3089	-0.3123	-1.1277	6.5181	3.3834	6.0398	0.0331	4.1232	-0.2881	6.5181	-0.6241	-1.1903	0.0247	-0.838	-0.4791	-0.1369
CYP3A5	0.0499	-2.6442	1.1632	-1.8667	-0.1567	-2.076	0.2153	0.7096	-2.2893	-1.9793	-3.3584	0.6599	0.9811	-0.815	-1.4664	0.6469	0.212	1.2288	-1.3517	-1.2749	-0.2792	-0.6146	-1.2069	0.5681	0.4967	-0.5309	1.403	-0.0129	-0.0313	0.3984	-1.5648	-2.4792	-1.2996	-1.0938	0.015	-1.2098	0.7731	-0.6011	-1.9959	0.9364	-0.5375	1.2801	-1.1871	1.2908	-0.8967	-4.1389	0.6518	-1.2098	0.7606	0.6175	-1.9271	-3.3584	1.3874	-4.9684	1.7505	-1.8153	0.6081	0.6708	-0.8483	0.4765	0.2099	1.7946	1.2998	1.1964	0.6318	1.1607	-1.2069	0.3785	1.9992	-1.0372	0.6934	0.3337	0.1521	0.397	-2.1504	-0.4136	-1.2785	-1.0886	-0.9609
CYP3A5	0.4132	-2.5026	1.2377	-1.8207	-0.1431	-1.0273	0.7934	0.4218	-1.861	-1.1962	-2.5026	0.9736	-1.746	0.0066	-0.7736	1.1398	-0.5073	-0.1207	-0.9484	-0.8103	0.5965	0.0051	-0.9665	0.6343	0.6081	-0.4068	0.9342	-0.372	0.3006	-0.4683	-1.2889	-1.0401	-0.7542	0.0481	-0.1501	-0.0495	0.8055	-1.1116	-0.7972	-0.114	-0.0228	0.257	-0.3555	0.318	-0.7542	-2.9934	0.7308	0.1037	0.8321	0.4295	-1.2428	-2.8819	1.6661	-4.1389	0.2605	-0.3445	0.6371	0.7962	-0.6011	0.6043	0.3815	0.3223	1.1257	0.8605	0.7249	0.0232	-0.8692	0.3321	0.2174	-0.6385	0.878	-0.9389	0.0314	0.8133	-1.1627	0.6537	-0.1042	-0.9508	-0.2871
GAL	-1.6707	2.9083	2.2153	0.2411	-1.184	-0.4105	-1.6868	1.4609	1.4207	-1.4284	-2.5453	-2.6127	1.6741	1.1531	1.7252	-2.9934	-0.0719	2.1204	0.1915	-0.5433	-1.2321	-0.9053	-1.1334	-0.0351	-0.6719	1.2998	-0.2931	2.3127	-4.079	0.2713	-0.6758	4.4842	3.5152	0.1371	-2.5453	-3.7239	-1.1308	2.2538	0.059	0.2363	-1.5896	3.2302	-1.0577	0.4498	3.2302	0.6202	-0.6241	2.4221	-0.9288	0.5357	3.1774	-0.3624	-0.5695	1.1398	2.3449	1.6187	-1.3441	0.4967	0.0066	-1.2889	0.3861	0.4691	1.9098	-0.9484	-1.2292	1.022	-0.6223	-0.8559	-0.0634	-0.9508	-0.403	-0.5116	0.6104	-1.1812	2.9527	0.3267	-3.4607	1.3373	1.4964
DKK3	1.2831	-1.7515	-0.0473	1.6777	-1.1116	1.0811	1.9463	1.3636	2.9083	2.4439	-1.2889	-0.6605	-0.7202	1.1374	0.878	-0.2034	2.4933	-2.9674	3.1473	0.0795	1.8655	1.9663	0.4888	-2.2172	-0.2321	3.2142	-0.2464	-1.8815	1.4964	1.3487	0.3539	-0.577	-0.3955	0.016	-0.4331	1.5004	-0.7401	0.431	0.5203	0.0786	-3.2453	-0.2034	2.5506	-0.7736	-0.9553	-2.7139	-0.6513	-3.2194	-0.4254	-0.3324	0.0201	1.4609	-1.5377	-1.6656	0.4639	-3.7239	-0.0831	-1.0036	-0.2792	0.3104	1.8571	0.0183	0.4566	-0.5154	0.2642	-1.436	1.6883	-0.7184	-0.0936	1.0099	-0.8246	0.9917	-0.5586	0.5186	-0.9846	0.1552	-0.8435	-1.9223	1.0397
ADH6	-1.1903	0.2631	-1.3479	2.2984	-0.8632	2.7666	-1.1116	-1.8815	-1.6253	-2.0134	-0.1614	3.0176	-0.7626	-1.6042	-0.5201	3.1473	-1.0715	-0.7327	-1.8538	-0.9956	-0.11	-2.0507	-1.6756	3.3636	2.9662	-1.9495	3.2881	2.2153	1.1181	0.1521	-1.4942	-2.1877	-0.4919	2.8528	2.7874	2.8313	2.319	-1.8937	2.4933	2.6769	0.4908	-1.5465	-0.7808	3.2881	-0.8272	0.6849	3.8878	-0.2782	4.274	-1.2352	-1.1903	-1.3992	-1.1334	1.0892	-0.3532	0.979	2.7463	3.6728	0.0255	2.1543	-1.1308	2.3938	-1.0341	3.5152	3.5694	2.6177	-1.3757	2.3658	2.4607	0.0043	3.2881	-1.5114	1.8386	3.4054	2.5577	0.0331	1.7505	2.024	-1.7877
NDRG2	-1.6342	-0.8582	0.1642	0.1968	-0.1088	1.269	-0.6678	-0.722	-1.4056	-0.7647	1.2882	1.0198	-0.445	-1.0112	-0.6107	0.8418	-0.7808	-1.3362	-1.7805	0.1956	0.9486	0.3711	-1.0748	1.1839	1.1233	-0.577	0.8725	-1.8207	-0.2792	0.7226	1.5855	-1.388	0.2546	0.9243	1.0154	0.1831	1.2431	-0.9211	0.3207	0.7864	0.397	-0.0902	-2.4646	0.8109	0.0456	-2.4646	1.1816	-0.5539	1.0279	-0.3674	-1.0372	-0.552	0.8418	-0.4043	-0.3284	-0.9956	1.1937	1.2044	0.2666	0.9044	0.5092	0.5357	-0.4877	1.1111	1.1531	0.9811	-0.5805	1.4087	0.4295	-0.2792	1.2637	0.1266	-0.0288	0.6708	-0.14	0.7075	-0.7689	0.5163	-1.6933
CP	-0.8297	1.0397	-0.5553	1.3407	-0.4178	0.0372	-0.3955	-0.7713	-0.7382	-0.2922	-0.1457	1.4676	0.2235	-0.936	-0.5735	1.5493	-0.7401	0.0676	-0.8559	-0.3768	-0.6492	-0.6366	-0.341	1.5032	1.8571	-0.6778	1.1816	0.1178	0.6129	-0.9144	-0.1583	-0.2988	-0.1728	1.2264	0.9568	0.8697	2.9197	-0.8559	1.1839	1.7984	0.4342	-0.3485	-0.2501	0.2594	-0.3197	1.7252	1.3249	0.436	1.9152	-0.2331	-0.3497	-0.3875	-0.2007	-0.1246	1.4784	-0.3229	1.9663	0.8965	-0.2479	3.1033	-0.5586	2.285	0.0365	1.6661	1.1681	1.5456	-0.9584	2.1264	2.2415	-0.475	2.4759	-0.5878	1.0453	1.6554	1.1132	-0.2023	1.8528	2.7563	-0.3509
FABP3	-0.3156	-0.2186	0.6318	-1.6868	1.3249	-1.3679	-0.6207	-0.2782	-0.2376	-0.2851	4.6686	-0.1226	-0.8459	0.2398	3.0341	-0.5492	-0.5167	1.1765	1.4784	-0.305	1.3553	1.7786	-0.3008	1.5826	0.2854	-0.4355	0.2702	2.3054	-1.6656	0.1178	2.319	0.3077	2.4439	-1.8324	-0.291	-1.0036	0.1382	-0.2526	-1.184	-0.102	-0.321	0.0297	0.0349	0.076	-0.0495	3.9176	-0.2034	1.5249	0.3845	2.3938	0.3743	0.397	-0.0768	0.6961	-0.8103	2.5683	-0.0116	0.2281	-0.3241	-0.0073	-0.2811	-0.4725	1.1911	0.1552	0.1521	-0.0617	-0.2881	0.2737	0.186	0.1083	-0.2811	2.4689	4.1232	-0.688	0.4798	-0.1728	-0.7713	-0.4295	-0.0784
MUC5AC	-0.2229	-0.3324	0.3801	-2.279	0.4691	0.1806	0.9636	1.637	0.4798	-0.1702	-0.0197	-0.0524	3.1965	-0.189	0.0598	-0.3367	0.1602	1.0926	0.0395	0.7501	0.5027	-0.0775	0.453	-0.0752	0.1053	-0.3875	-0.2239	0.0456	-1.321	-0.3454	1.2744	0.2328	-0.0458	-0.694	-0.0412	-0.6588	0.3267	-0.1285	0.1871	-0.577	-0.1118	1.2288	-0.0981	0.5163	2.4221	-0.305	0.3702	2.436	0.3394	0.0288	0.4218	-0.1948	0.5454	0.7731	-1.0211	0.4102	0.383	0.1226	0.4871	-0.1939	-0.0678	-0.4056	-0.0838	0.0633	-0.2612	-0.115	0.0051	0.3569	-0.3613	-0.151	0.0832	-0.0743	-0.4573	-0.2546	-0.7857	-0.1448	-1.0547	-0.0026	0.1053
HGD	-0.7563	-0.8177	-0.1781	-0.2303	-0.7241	0.317	0.927	-0.9928	-1.3628	-0.3591	-0.251	1.0475	0.2926	-1.0886	-1.4629	0.9971	-0.6678	-1.1145	-0.6011	-0.1991	0.2691	-1.2889	-1.1246	1.8821	1.3577	-0.7401	1.1055	1.8528	0.3207	-0.8613	-0.9211	-0.7327	-0.3566	1.4609	1.2345	0.4325	1.8434	-1.2785	1.4117	1.2264	-0.5993	-0.4368	0.1178	1.5746	-0.2881	0.1926	1.6332	-0.5919	1.2882	-0.3918	0.3657	-0.7563	-0.1246	-1.3847	0.3589	-0.3578	1.7293	1.331	-0.7584	1.5896	-0.5024	1.0865	-0.8177	1.0732	1.7505	1.403	-1.137	1.3084	1.331	-0.6278	1.8302	-1.3479	0.8868	1.24	1.2856	-0.8177	0.4587	0.6005	-1.0748
HGD	-0.5492	-0.6223	0.3671	0.7804	-0.2489	1.1111	-0.0823	-1.1277	-1.2261	-0.7905	0.4908	1.5392	1.1476	-0.1501	-1.321	1.1421	-0.8632	-0.8941	-1.14	-0.1685	0.2055	-1.3137	-0.9018	2.8313	1.9417	-0.305	1.6403	1.2586	0.6295	-0.6643	-1.0513	-0.7263	-0.297	1.5826	1.7457	1.0352	1.8386	-1.2038	1.5104	1.4638	-0.2811	-0.3175	1.2611	1.8025	-0.5231	0.0405	2.024	0.0471	1.5826	-0.5245	-0.1685	-1.4908	0.2881	-0.8055	0.5454	-0.5116	2.3938	1.7252	-0.5479	1.6087	-0.6207	1.4609	-0.2411	1.3932	1.9663	1.7505	-1.4121	2.0452	1.5392	-0.3096	1.9703	-1.2719	0.7655	1.5032	1.605	-1.3517	1.0425	1.3841	-1.1685
NOV	-0.0893	-0.2997	1.1327	-0.1088	0.5072	-0.1982	-0.2186	0.3294	0.0795	-0.0313	-0.115	-1.8098	2.0139	2.9305	-1.0686	0.3309	-0.8222	2.9527	1.1868	-0.2871	1.9044	1.9951	4.0434	-1.0341	-0.6473	1.6187	-0.5073	-1.1024	3.4442	3.0176	1.7909	0.8991	-0.2204	0.1412	-1.3404	0.1473	-0.3106	-0.1239	-0.0306	-0.6319	0.0118	-0.114	-0.688	0.2546	2.4933	-0.1482	-0.4355	-0.5326	-0.4005	1.5286	2.0669	1.1736	3.2692	-0.5464	2.1028	-0.5167	-0.0928	-0.6859	-0.5993	-0.5375	2.9305	-1.8324	0.1392	0.0712	-1.4479	-0.1157	1.6117	-0.1261	-0.0258	1.4517	-0.7668	2.5506	0.3434	2.3054	-0.5357	0.4186	-0.4806	-0.7457	-0.5569
GP2	0.1045	0.185	0.1412	-1.3137	1.2119	0.0549	0.7911	-0.2821	1.1278	0.2024	-0.1534	-0.3284	-0.2386	0.0582	0.3496	-0.2376	0.3236	0.5163	0.2222	0.7096	0.0265	0.0448	0.2615	-0.305	-0.0625	-0.2265	-0.2685	0.9856	-0.9632	-0.0617	0.1074	0.0712	0.3465	-0.4163	0.2594	-0.552	-0.0784	0.3353	-0.0768	-0.0902	0.3569	1.0045	-0.0181	-0.0159	3.425	0.30620000000000003	0.3104	1.1301	0.115	0.7682	-0.2411	-0.0604	0.4665	1.1504	-0.3685	0.1371	-0.0049	0.0915	0.0323	-0.2274	-0.1431	-1.0341	-0.2044	-0.1246	0.0448	0.0737	-0.0181	-0.1094	-0.0181	0.383	-0.242	0.1562	-0.0884	-0.3145	-0.1525	0.0255	-0.9584	-0.2293	0.1445
COPA	-1.5743	-1.3955	0.7962	-0.0669	0.338	-0.0081	-0.2056	-0.1385	-0.2997	0.0694	0.8799	-0.8755	0.7005	0.3309	-1.388	-1.4779	0.0906	1.0453	-2.2505	0.847	0.065	1.0785	0.1422	0.1045	-0.8613	-0.6366	-1.0997	-5.1817	-1.1552	0.6961	0.016	0.5299	0.6005	-0.3136	0.0951	-3.1679	-0.0197	-0.584	-1.3847	0.0685	0.6318	0.2605	0.0288	0.5434	1.3782	-0.5201	-0.0327	0.8055	-0.5126	-0.2455	-0.3485	-0.9211	1.7622	-0.2581	1.2908	-0.6737	-0.5086	-0.7496	-0.8358	-0.6333	0.6876	0.0209	-1.0211	0.0075	-0.9053	0.5244	0.0084	0.1533	0.3032	-0.1752	-0.3735	0.8133	-3.4236	-0.184	0.0961	1.3348	-1.0241	-0.4683	0.2318
SFTPB	0.3236	0.3141	1.0154	-1.9338	2.2538	-0.0102	0.2033	0.2691	0.8939	-0.1439	-0.5183	-1.0886	-0.6605	0.318	4.7414	-0.0026	0.7864	-0.0617	-0.4192	1.0475	0.034	0.0191	0.1028	-0.1659	-0.0663	0.5357	-0.936	0.9917	-1.6933	-0.6027	1.6187	1.8778	0.1513	-0.1473	-0.0555	-0.0861	-0.0578	0.3589	0.3711	-1.4242	1.9379	2.173	-0.464	-0.408	1.9463	0.3769	0.1611	2.4439	-0.2757	0.5681	1.068	-0.1955	0.2789	1.3373	-1.6868	1.4754	-0.0444	0.2398	0.0365	-0.184	0.065	-0.9263	-0.115	-0.2331	-0.5357	-1.804	-0.4005	0.1682	-0.3377	-0.234	0.0989	0.1473	-0.6678	-0.5619	-0.577	1.8302	-0.0033	-0.5974	0.1103
TPM3	0.2763	-0.6241	0.4639	-0.1728	-0.0728	0.1533	0.0633	0.0727	-0.0807	-0.1157	0.0786	-0.7563	-0.0049	0.6202	0.0989	-0.4487	0.5512	0.5681	-0.0869	0.0557	4.0031	3.7544	1.3222	-0.11	-0.3955	0.1473	-0.4587	-0.0678	-0.3768	-0.0073	0.1663	0.8109	0.0843	-0.3601	-0.1752	-0.0807	-0.0436	0.112	-0.1335	-0.3388	0.1392	0.7982	0.1841	0.0201	0.1196	0.0642	-0.156	0.7911	0.1361	0.1758	0.3365	0.318	0.4604	0.9971	-0.0335	0.0961	0.0084	-0.264	0.3104	-0.3886	-0.0955	1.7252	0.4248	-0.2535	0.1226	-0.5215	0.1994	-0.184	0.2375	-0.0719	-0.0641	0.2508	-0.0963	-0.1858	0.4908	0.2045	-0.2851	0.0051	0.0685
UNC93A	-0.7401	-0.5716	-0.0243	-0.291	0.034	0.7844	-0.2765	-0.2546	-0.2077	-0.0981	-0.4474	0.3478	-0.9665	-0.3746	-0.49370000000000003	0.1806	-0.0288	1.3717	-0.2979	0.6934	-0.9238	-0.566	2.1486	0.8321	0.4514	0.6807	-0.0861	0.6277	-2.076	-0.9413	0.0232	2.196	0.3279	-0.0743	-0.0611	-1.6656	0.3465	-0.6895	0.5615	-0.2437	-0.5357	4.4842	-0.97	0.1129	-0.0116	-0.9115	0.2605	0.1053	0.8443	-0.1719	-0.445	-0.4068	1.1911	2.9936	-0.5103	2.3257	-0.1744	0.3999	-0.2229	0.0464	-0.7023	-0.1361	2.9936	0.9971	0.7934	1.0785	-0.5897	0.1724	1.2831	1.6332	0.8525	-0.3086	-0.0058	0.2941	-0.2726	-0.3229	0.54	-0.3509	-0.2811
MUC5AC	-0.057	0.0059	0.5223	-0.838	0.1533	-0.0847	0.3743	2.0398	0.8753	0.1737	-0.1982	0.1178	3.784	0.3337	0.0216	0.3769	-0.0243	0.0542	0.059	0.1724	0.5512	-0.0784	0.0752	0.1815	0.0141	-0.3335	-0.5408	0.0405	-0.9868	-0.3474	0.9461	0.7886	-0.1134	-1.2657	-0.2716	-0.5215	-0.054	-0.2464	-0.2096	-0.4904	0.2508	0.9342	-0.2303	0.4233	2.5879	0.198	0.252	1.8867	-0.0159	-0.0019	0.0372	-0.1271	0.6005	0.8656	-1.0036	-2e-4	0.6665	0.0422	0.3434	-0.1254	-0.0876	-0.6737	0.6665	0.0737	0.1583	0.0769	-0.5716	0.0118	-0.5695	-0.297	-0.1094	0.0471	-0.4382	-0.2437	-0.1518	0.3554	-0.5735	-0.2546	0.0737
SFTPC	-0.0807	-0.2168	-0.1027	-1.2524	1.2303	-0.3377	0.9568	0.2222	0.2045	0.4019	0.1445	-0.1898	-0.1955	0.0557	5.459	0.0095	0.4639	0.5746	-0.0419	0.3926	-0.0214	-0.1271	0.8055	-0.0893	0.1244	-0.1335	-0.5309	0.5746	-0.5823	-0.4331	1.2998	1.1301	0.9541	-0.0026	0.0832	-0.0702	0.2508	-0.08	0.505	-0.584	-0.0367	0.5533	-0.0373	0.0573	0.2926	0.0029	0.4282	1.2319	0.3785	0.4888	0.0851	-0.0517	0.6249	0.2827	-0.5073	1.253	0.1254	0.2978	0.1083	-0.1991	-0.0173	-0.3038	0.0201	0.0517	0.0933	-0.5479	-0.0342	0.407	-0.2707	0.212	0.1737	-0.0428	-0.3388	-0.2125	-0.0436	0.2941	-0.2842	-0.0641	-0.0129
TAT	-0.108	-0.3284	-0.4226	1.0198	0.0306	0.4203	0.1215	-0.2949	-0.3566	-0.057	0.3685	1.8176	-0.1583	-0.3187	-0.1702	1.6916	-0.3357	0.1187	-0.5647	-0.0159	-0.1641	-0.2774	-2e-4	2.9936	2.5683	-0.5603	1.2288	2.8528	0.7823	-0.6895	0.0265	0.1871	-0.0388	1.418	1.2212	1.2093	3.0727	-0.2581	1.9703	1.2637	0.1583	0.3047	0.0565	3.4054	0.1602	0.2678	2.4008	1.8821	1.8127	-2e-4	-0.235	-0.1631	0.0141	-0.1191	0.5146	0.0573	2.0893	1.8528	0.0925	1.9196	-0.4147	0.7962	0.979	1.1839	1.5642	2.0294	-0.3123	2.1028	1.3692	0.1633	2.4689	-0.1914	2.4933	1.7104	1.294	-0.102	0.3657	1.6403	0.1196
CYP2C9	-0.7972	0.7501	-0.4105	-0.2471	0.1361	1.3663	-0.1361	-0.5126	0.0943	-0.4043	0.065	2.0345	1.0475	-0.4308	-0.5993	1.5855	-0.4573	-0.2592	-0.4499	-0.3929	-0.5116	-0.7202	-0.4342	1.7032	1.5603	-0.9868	1.7146	0.505	-0.4284	-0.6678	0.1592	-0.5059	0.0265	1.1233	0.9158	0.6104	1.3577	-0.694	1.3782	0.3702	0.6849	-0.0033	-0.9484	2.0041	-0.001	0.5825	1.826	1.6252	1.6916	-0.2471	-0.2437	-0.3435	-0.102	-0.1591	-0.1369	0.0685	1.766	1.1301	-0.1344	1.7578	-0.7382	1.7177	0.1074	1.2456	1.0331	1.5746	-0.8246	0.9636	1.5145	-0.552	1.8778	-1.0112	1.3222	2.2289	1.67	-0.5695	1.5717	1.418	-0.8891
CYP2C9	-0.566	-0.3445	-0.1166	0.0943	-0.2811	1.0839	-0.2647	-0.3708	-0.1607	-0.2077	0.7705	1.8434	0.9044	-0.0502	-0.4994	1.1681	-0.2881	-0.0173	-0.4517	-0.0563	-0.179	-0.4573	-0.1914	1.1531	1.0252	-0.7067	1.2177	0.0517	-0.5805	-0.7327	-0.1809	0.0598	-0.032	0.8321	1.253	0.7934	1.3373	-0.485	1.4577	0.878	0.8819	-2e-4	-0.4656	1.5826	0.0365	-0.0058	1.6812	0.7731	1.5145	-0.0997	-0.1464	-0.3086	0.112	0.1611	0.8991	-0.0367	1.0759	1.0099	-0.0855	1.1607	-0.4587	1.0892	0.2546	1.1531	1.0198	1.314	-0.4865	1.3112	1.3021	-0.5059	1.8434	-0.2229	1.3249	1.9196	0.9128	-0.3685	0.9215	1.3811	-0.0761
CYP2C9	-2.9246	1.9291	-2.6442	2.8847	-1.9495	3.4672	-1.1521	-2.7294	-2.4236	-2.6127	0.4295	4.1232	2.2022	-2.5844	-2.9038	3.8878	-2.7871	-0.7905	-3.1146	-2.3883	-2.7294	-2.6442	-2.2079	3.8878	3.3834	-3.0403	4.0434	2.5683	-0.0388	-2.7139	-2.7474	-1.7081	-2.5453	2.8099	4.1232	4.2309	3.6987	-2.2363	4.2309	2.8099	0.2737	-2.4006	-2.9038	4.274	-2.1787	0.8675	3.8549	-0.9168	3.2881	-2.2893	-1.2461	-2.3548	-2.6722	0.1266	2.173	0.4132	3.2692	3.1033	-2.1151	3.4442	-2.49	3.0727	-0.2312	3.2692	3.1298	4.4842	-2.9246	3.2881	2.8099	-2.366	3.784	-2.376	2.2153	3.2881	2.843	-2.9038	3.048	2.3877	-2.3548
ALDOB	-0.3187	-0.2464	-0.0444	-0.305	-0.0228	0.7804	-0.0243	-0.0555	-0.111	-0.296	-0.0823	0.9044	-0.111	-0.14	-2e-4	0.8395	-0.1094	0.076	-0.5154	0.0448	-0.1781	-0.2212	-0.0936	1.2773	1.1607	-0.0719	1.1301	0.4656	-0.165	-0.321	0.4619	0.2411	0.3207	0.7249	0.9486	0.1129	1.0892	-0.2359	1.3112	0.4019	0.3815	5e-4	-0.3674	1.3487	0.0807	0.4203	1.0252	0.6984	1.1911	0.2352	-0.1659	-0.2526	-0.0647	0.0066	0.1831	-0.0517	0.9486	0.8373	-0.1771	0.6065	-0.242	0.3279	-0.3708	0.9098	1.1964	0.7962	-0.6605	1.1707	0.9433	-0.1285	0.9342	-0.0188	0.9243	1.0926	1.1816	0.0557	0.3478	1.3112	0.0676
BCAT1	-0.0404	0.1009	-0.3566	0.9917	2.4607	-1.6868	-0.4192	1.3932	2.0139	1.1278	0.8261	-1.4701	1.2507	1.593	-0.2736	-0.5878	0.1392	-0.0274	1.3636	-0.0531	-0.234	1.7419	0.9636	-0.9956	-0.7626	1.8691	-1.1461	-1.7515	-0.048	0.5746	0.1623	-0.5009	0.0314	0.1276	-0.0359	-0.1326	-0.815	1.8073	-1.3517	0.4783	-0.5391	1.0175	1.3348	-0.8692	-0.3908	0.2455	-0.6366	0.2482	-0.5603	-0.3315	0.0925	1.1765	-0.4093	0.8578	1.8386	-1.5607	-0.0281	-1.6814	-0.7713	-0.7521	0.0851	-0.2939	-0.5938	-0.7067	-1.5248	-0.3187	0.4765	-0.4318	0.1492	-0.2143	-0.9632	2.9305	-0.5647	0.0625	-0.0041	0.5944	0.0979	1.1257	2.843
IFI44	1.1736	-0.4587	-1.1461	0.209	0.6684	-0.7563	-1.6342	1.3112	1.4964	1.0303	-2.5175	-0.1823	3.6179	1.1055	-0.2221	1.4517	-0.6064	-2.366	1.1839	-2.1151	0.7457	-0.3367	-1.2968	-1.5797	0.034	0.8055	0.645	1.3995	-0.1254	0.6537	-0.171	-3.0175	-1.7631	0.6901	-0.0807	-0.9529	-0.8435	1.6777	-1.7928	0.4619	-2.0575	-0.8435	0.6398	-0.3156	-0.7713	-1.4779	0.8234	-0.9789	0.397	-0.7241	-1.4088	1.1181	-0.4877	-1.1492	-1.5073	0.8083	0.0703	0.1412	0.9541	0.2581	-0.4217	0.4218	-0.6047	0.3999	-0.1326	1.3487	1.3577	0.7005	-0.9437	0.2678	1.5603	-0.694	-1.4479	0.6579	-0.4093	-0.566	1.0732	-0.8128	0.0481
HIST1H2BC	0.9433	-0.6836	-0.2555	-1.66	0.505	-0.6333	1.2562	0.5659	-0.6047	-0.5408	-0.0095	0.7804	3.4672	-0.6434	-0.7004	-0.189	-0.5695	-0.0902	-0.9928	-0.0813	-0.0981	0.2892	-0.4764	-0.0297	0.6901	-0.2394	-0.0807	0.2109	-0.2765	-0.9789	-0.291	-0.3746	2.9083	0.0745	-0.2831	-0.9018	0.9998	-0.4192	-0.9529	-0.0281	-0.3057	-0.3837	-0.235	-0.0855	0.2024	0.2186	1.2072	0.1028	1.0175	1.2236	-0.6085	-0.3262	1.4238	-0.2603	-1.1179	0.2455	0.6984	0.8492	0.3984	0.9158	1.5642	1.1022	-0.7606	0.8578	0.3157	0.5092	-0.4656	1.7001	1.253	-0.617	0.3309	1.097	2.9527	0.2067	-1.5196	0.1692	-0.0019	0.9611	1.6812
LBP	-2.7657	3.3834	-2.4006	2.2725	-3.0403	1.2072	-2.7871	-2.6722	-2.685	-2.661	-1.0715	1.6151	1.1504	-2.9934	-3.0403	1.532	-2.2613	-0.2044	-3.0403	-2.5453	-3.0631	-1.7928	-2.7474	0.9891	1.6087	-2.6288	1.1111	2.2091	3.2881	-2.4006	-3.1146	-0.586	-0.6895	2.6261	1.6252	1.9663	1.4266	-2.4792	1.2998	2.0452	0.011	-2.661	-0.3252	1.4117	-2.3207	2.686	1.7252	-2.5715	1.3057	-2.8065	-0.67	-1.1054	-2.6442	1.5004	1.8025	1.3663	1.3112	1.4207	-2.8065	2.4439	-2.864	2.1779	-0.3685	1.4266	0.8083	2.7765	-2.827	2.3313	2.542	-0.8737	1.5249	-2.7474	0.1422	1.4517	2.436	-2.1685	2.4084	2.4439	-1.9636
