NAME	GSM136579	GSM136580	GSM136581	GSM136582	GSM136583	GSM136584	GSM136585	GSM136586	GSM136587	GSM136588	GSM136589	GSM136590	GSM136591	GSM136592	GSM136593	GSM136594	GSM136595	GSM136596	GSM136597	GSM136598	GSM136599	GSM136600	GSM136601	GSM136602	GSM136603	GSM136604	GSM136605	GSM136606	GSM136607	GSM136608	GSM136609	GSM136610	GSM136611	GSM136612	GSM136613	GSM136614	GSM136615	GSM136616	GSM136617	GSM136618	GSM136619	GSM136620	GSM136621	GSM136622	GSM136623	GSM136624	GSM136625	GSM136626	GSM136627	GSM136628	GSM136629	GSM136630	GSM136631	GSM136632	GSM136633	GSM136634	GSM136635	GSM136636	GSM136637	GSM136638	GSM136639	GSM136640	GSM136641	GSM136642	GSM136643	GSM136644	GSM136645	GSM136646	GSM136647	GSM136648	GSM136649	GSM136650	GSM136651	GSM136652	GSM136653	GSM136654	GSM136655	GSM136656	GSM136657
PFKP	1.6403	0.198	1.0252	-0.0274	1.2012	-2.6983	2.7171	-0.045	0.4656	0.2109	-3.4236	-3.4607	-3.1146	-0.0955	0.4836	0.3711	0.8007	1.3165	0.1161	1.5456	1.4087	-0.305	-0.2303	-2.0575	-1.8324	0.9568	-1.2321	0.6153	-0.057	0.2363	-0.7439	0.317	1.0732	-0.1832	-0.4056	-2.4113	-2.7657	0.443	-3.4236	-1.2202	-2.8065	2.19	-0.3485	-1.3362	0.9158	0.5244	-1.4664	1.2507	-1.7081	1.097	2.0606	-0.0719	1.0127	-0.8435	0.6343	0.0297	-1.4554	-1.8153	-0.0167	-1.3321	0.115	-0.2239	0.5357	-1.5648	-1.4196	-0.0694	-0.0381	-2.2172	0.585	-0.1906	-0.97	2.0041	1.3021	-1.1627	0.6427	-0.0656	0.1831	-1.9271	1.4542
TGM2	-0.8011	1.7505	-0.8358	0.6555	0.3657	0.2281	-0.3187	-0.9868	-0.2085	-0.5539	-0.4408	-0.0214	-0.2489	-0.5342	1.0926	0.4856	0.7226	0.5877	-0.1254	-1.2069	-1.3175	-0.6895	-1.0341	-0.0989	0.3294	0.1129	-0.8405	0.0036	0.5877	-0.263	-1.746	-0.0367	0.3671	1.156	0.4233	0.0906	0.5146	-0.1932	-1.0973	0.7773	-1.436	-1.0748	-0.1631	-0.235	-1.8538	0.6708	0.5146	-0.8222	0.0777	-1.0997	0.9541	0.4498	-1.0191	-0.185	1.6151	1.7578	0.1653	0.3032	-0.048	0.5472	-0.6817	0.6469	-1.0623	0.2352	-0.3076	0.7911	-0.7023	0.9713	0.8261	-0.4877	0.4282	-1.0241	-0.6532	-0.2479	1.0252	0.383	-0.1576	0.5901	-0.2437
MYL9	0.6644	-1.0802	-0.5357	0.9945	-1.143	1.1816	1.1022	1.6592	3.4442	2.6365	1.0303	-2.9246	0.1724	0.8055	0.2702	-1.1587	1.1398	-0.1906	1.8821	0.6759	0.4798	1.1531	1.1707	-0.8737	-0.4147	2.8313	0.1769	0.0625	1.4577	2.3521	0.0933	1.0759	1.0502	0.1758	-0.6569	0.6129	-0.366	0.5681	0.2468	-0.379	-1.8667	-0.1543	1.9512	-1.2001	-0.464	-0.4764	-0.9332	-2.5026	-0.8177	-1.3175	1.9951	1.3995	-0.9053	0.2444	0.6961	-0.8177	-0.552	-1.5291	-0.5215	-0.6451	0.0191	-0.0611	0.1714	-0.4355	-0.0634	-1.5416	-0.2386	-0.7929	-0.5043	0.4725	-1.7081	0.1028	-1.9495	0.0694	-0.2293	0.453	-1.7184	-1.9089	0.4548
STOM	-0.4295	-0.838	0.1311	0.3496	0.0542	0.3627	-1.1215	-0.151	0.275	-0.6352	-1.5544	0.7655	0.0232	-0.0335	-0.1599	0.6984	-0.7713	-1.1903	-0.3635	-1.5607	0.1758	-0.8201	0.3641	0.4888	0.7583	0.0557	0.4991	-0.1991	1.3057	0.0372	-1.3362	-0.7992	-1.4024	0.7308	0.7528	0.2817	0.7962	0.1187	-0.2175	1.0526	-1.585	-1.006	-0.0669	0.7457	-1.3955	-0.2186	0.7705	-3.1392	0.7844	-1.2098	-1.3628	0.5595	-0.2555	-0.6417	-0.0768	-1.1744	0.6427	0.7199	-1.0547	1.0759	-0.2902	0.7682	-1.7748	0.7031	0.5944	0.9186	-0.1344	0.9158	0.6934	-1.1461	0.7409	-0.9553	-0.3219	0.4498	0.2978	-1.2933	-0.11	0.645	-0.2716
STOM	-0.5292	-0.3028	0.1815	0.1701	-0.0081	0.7631	-0.8405	-0.2077	0.54	-0.3028	-1.6814	0.8159	-0.2221	0.1653	0.6277	0.5986	-0.9211	-1.4701	0.5109	-1.5248	0.2789	-0.8405	0.4548	0.5092	0.8418	-0.0678	0.5595	0.3984	1.2856	0.028	-1.0087	-1.2719	-1.2587	0.775	0.8627	0.1178	0.8027	-0.0419	0.1692	1.0397	-1.4554	-1.1277	-0.2376	0.7031	-1.2719	-0.4667	0.7606	-2.827	0.7705	-1.2996	-1.44	0.7606	-0.4217	-0.6125	-0.1771	-1.2626	0.6644	0.8133	-1.1087	1.0892	-0.4005	0.7982	-1.1334	0.7075	0.4639	0.7606	-0.2526	0.8027	0.5681	-0.8327	0.7249	-1.2495	-0.1858	0.4186	0.4462	-1.5948	-1.0164	0.54	-0.3768
MMP2	2.8741	-0.1591	-0.577	1.2177	0.3353	1.2773	-0.2518	2.9305	3.7256	1.9703	-0.8582	-0.0719	0.9945	2.5183	2.5097	-0.0137	1.6298	-1.5504	3.3291	-0.5938	1.8344	2.0294	3.4054	-1.804	-0.3555	3.0341	0.8697	-2.4646	2.5183	2.0893	2.3449	-0.5748	-0.7713	0.1946	-0.1809	2.2922	-0.5447	2.2091	5e-4	0.3236	-2.1685	-0.7762	1.7293	-0.2023	-0.9389	-1.5995	-0.4597	-1.62	-0.6207	-0.2555	-0.0517	3.6179	-1.1308	-1.1179	-0.1094	-1.0856	-0.114	-0.6625	0.3267	0.7391	2.4221	-0.2675	-0.403	-0.3367	-0.2685	-0.2988	2.4933	-0.7457	-1.8868	1.4117	-0.1431	-0.2186	-1.6342	1.3373	0.2291	-0.6319	-1.3479	0.0456	2.5269
THBS1	0.443	-1.5465	-0.3038	0.2388	-0.6987	-0.1552	-0.4217	1.5717	1.7786	1.5456	1.1055	0.0517	-0.4587	1.6014	0.6555	-0.3746	0.2594	0.2045	-1.5416	0.9834	0.0439	0.4282	1.2119	0.0642	-0.8891	1.3782	0.3711	-3.6444	-0.3114	1.5004	-0.5938	-0.2501	0.7096	0.0915	-0.251	-1.3517	-0.7713	0.6828	-1.7237	0.0095	-1.66	1.1351	0.2534	0.5746	-1.5332	-0.3445	-0.8034	-0.4667	-0.946	1.2611	-0.4517	0.6807	-0.4994	-0.8613	1.9992	-0.7137	-0.6027	-1.2854	0.3465	0.0542	-0.4331	-0.0784	-1.0605	-0.6473	-2.1787	-0.0719	-0.5938	-0.9238	-0.2085	0.1831	-0.7287	1.1911	-0.2104	0.4462	1.0654	1.2044	-0.0404	-1.1492	-0.7952
THBS1	0.1483	-0.7857	-0.2535	0.2666	-1.5648	0.0357	-0.1781	1.9098	2.0345	1.2744	1.1588	0.1781	-0.0945	2.132	-0.7476	-0.1744	0.8373	-0.1071	-1.0715	0.9015	0.2375	0.729	1.6298	-0.1874	-0.8103	1.8821	-0.1816	-3.7755	0.2255	1.4933	-0.7263	-0.1552	0.775	0.4587	-0.234	-0.4068	-0.9632	1.1707	-0.8055	0.1673	-1.3679	1.8434	0.6343	0.2666	-1.4629	-0.0647	-1.1116	-0.5059	-0.7476	-0.0578	-0.2782	0.9917	-0.5823	-0.3635	2.2922	-0.291	-0.5245	-1.6292	0.9687	0.2235	-0.2034	0.1392	-0.7584	-0.6352	-1.8868	-0.0918	-0.2931	-1.3722	-0.1157	0.3627	-0.5215	1.5976	0.1112	0.6779	0.8819	0.6901	0.3589	-0.7606	-0.1591
THBS1	-0.0116	-0.2229	-0.4331	0.3207	-1.5896	-0.7184	0.0925	1.8691	1.4117	0.6228	0.1422	-0.1182	-0.5878	1.3084	-1.3955	-0.0049	0.4055	-0.235	0.3157	0.431	0.1371	0.6555	1.2856	-0.1607	-0.7158	2.0722	-0.7563	-1.62	0.2033	1.1257	-0.9437	0.0549	1.0475	0.4378	-0.0743	0.0745	-0.6532	1.637	-0.0813	-0.0381	-1.4441	1.783	0.8261	-0.3802	-1.0623	0.221	-1.9223	-0.9508	-0.8613	-0.3601	-0.1318	1.0732	-0.838	-2.0055	2.1368	-0.2159	-0.1866	-1.4779	1.1504	0.3769	0.3879	0.3496	-0.9389	-0.7401	-1.6707	-0.5464	-0.3136	-1.1552	0.2964	1.707	-0.4949	1.8821	0.3104	0.5223	0.748	0.7031	0.775	-0.67	-0.2143
CPE	-0.2716	-3.5307	1.8478	2.1423	-0.7647	-0.2212	-1.3628	1.5214	-0.0095	0.9364	-1.6933	0.2615	-1.6146	1.403	-0.0122	-1.8667	1.1911	1.5896	-0.6319	-0.4919	0.9128	0.0365	2.2538	-2.5984	0.3895	5e-4	0.0471	-4.5969	-2.5026	2.3584	0.9405	2.6464	0.8697	-1.2719	1.5896	-0.3849	0.2067	1.4367	-1.5248	-1.2098	-2.9934	-1.3282	-0.0265	-0.6915	2.1486	-2.1421	-0.1641	1.3874	-0.3781	-0.7117	-1.1685	2.6686	-0.0473	-1.7689	1.9417	0.3394	1.0154	0.0102	1.6475	-0.0342	1.5392	-1.7689	0.1946	0.1226	-0.9484	0.2045	2.436	-0.3252	-0.5009	-1.0455	-1.1685	-1.2749	-1.6389	1.1816	0.8799	1.3874	-2.197	0.30620000000000003	2.3787
CPE	-0.0243	-3.8939	2.1779	3.1033	-1.2321	-0.427	-1.1655	2.0954	-0.251	-0.1668	-1.9636	0.2055	-1.8815	1.1986	-0.2489	-2.1254	1.0425	0.2411	0.2581	-1.1024	1.1476	0.2926	2.0191	-2.7657	0.4395	0.0022	0.0881	-3.4607	-1.9223	2.6177	-0.032	3.2472	1.3577	-1.1179	1.637	-0.0116	0.3337	2.3449	-0.1318	-1.5114	-3.6844	-1.4742	0.2978	-0.1659	2.2615	-1.6814	-0.379	1.5072	-0.0728	-0.4068	-2.0936	3.1965	-0.1685	-2.8459	2.686	1.5249	1.3021	-0.108	1.6518	0.0851	2.3127	-1.5797	-0.0342	0.0843	-0.7879	0.3104	2.6565	-0.4499	-0.0265	-0.025	-0.6295	-1.321	-1.0164	1.2507	1.0926	1.8821	-1.4992	0.5434	2.6769
CDH1	-0.936	-2.2983	0.8939	-0.1482	0.2546	-0.6011	0.3507	-0.4791	-0.4791	1.6812	1.1839	0.2642	-0.6027	-0.442	-0.7584	-0.9956	1.2377	1.3454	-2.4646	1.5493	1.0626	0.0694	-0.1027	0.3879	-1.1246	-0.2056	-0.0669	-4.4211	-0.9553	0.7655	0.3077	0.2854	1.1111	-0.1492	0.0915	-1.0164	-0.617	-0.9437	0.2067	-0.6588	2.319	1.2119	1.4609	-1.1334	0.3641	0.0676	-0.5786	-0.0531	-0.3685	0.3365	1.67	-1.9223	2.8099	1.156	0.4035	-1.006	-0.4573	-0.3757	0.7655	-0.9632	-0.1744	-0.0465	1.1986	-0.3555	0.011	0.0815	1.1911	-0.2581	0.5244	1.0526	-0.2229	1.0654	0.2045	-0.9868	0.5454	2.2289	-1.6868	-0.3324	-0.1335
PLP2	0.6153	-0.305	1.0502	-0.0768	0.4118	-1.4664	-0.3388	0.1673	0.2174	0.8261	1.5746	-0.3624	0.0422	-0.2792	0.0036	-1.7184	0.3434	0.3365	1.5896	1.1681	-0.2892	1.2119	1.0732	-0.866	-1.1024	0.9158	-0.2831	0.3942	0.2109	0.1083	0.0349	1.3279	-0.2902	0.2433	0.1066	-0.0049	-1.6042	0.1112	-2.0272	-0.5126	0.4708	1.9512	0.5746	-1.585	0.338	0.0933	-2.0575	0.0388	-1.9636	0.024	0.4836	-0.3918	1.4297	-0.0159	1.9291	0.016	-1.459	-2.5453	0.9342	-1.2167	0.1483	-0.0902	2.3938	-1.9271	-1.1871	-0.0081	0.8234	-1.1334	-1.0938	0.9811	-0.5748	-1.0547	-0.4005	-1.3591	-2.3548	0.1701	-1.6814	-1.0016	-1.7184
TIMP3	0.4931	-2.7139	2.0452	1.433	-1.6992	-0.0792	-0.7833	3.1965	2.2789	2.8313	2.3054	-0.5993	-1.1655	2.428	1.4151	-2.2505	2.2615	-1.8153	0.6469	0.2433	1.6087	0.4566	0.1311	-1.0372	-0.4017	2.1264	-0.0095	-1.4479	-0.5059	0.2269	2.2538	0.1129	1.5032	-0.0137	-0.1914	0.221	-0.3164	1.2998	0.407	-0.1816	-2.6983	0.4871	1.1398	-1.8098	-0.7563	1.7001	-0.6588	-0.3187	-0.6064	-0.2445	0.3465	1.4117	-0.8011	-0.5375	-0.4368	-2.827	-0.2774	-0.4308	-1.1962	0.0216	0.2774	-0.8613	-0.2675	-0.3918	-0.3038	-0.051	1.2119	-0.2518	-1.2785	-0.3067	-0.7929	1.1022	-3.4963	0.1692	1.4463	2.0722	-1.916	-1.6437	1.1531
TIMP3	-0.4178	-2.1504	1.9802	1.3487	-1.5465	0.5595	-0.1948	2.9197	2.4759	3.1161	1.9463	-0.5073	-1.3679	2.4527	0.5922	-0.8011	2.2789	-2.8459	0.5011	-0.1035	1.6916	0.1492	0.6934	-1.143	-0.5103	1.8952	0.1503	-2.6983	-0.7263	0.1103	2.9527	0.1321	0.7823	-0.2572	-0.0181	0.6984	0.1454	0.9515	1.0331	-0.0221	-3.1679	0.5203	1.1656	-0.5492	-0.8435	1.2264	-0.456	-0.9053	-0.3076	-0.9956	-0.0243	1.4517	-1.0886	-0.6859	-0.0861	-2.7657	-0.2455	-0.1518	-1.6814	0.1401	0.3077	-0.4122	-0.3423	-0.2274	-1.0657	-0.0412	0.436	-0.4043	-0.6798	-0.2429	-0.6798	0.3942	-4.5969	0.2163	1.2722	1.2562	-1.6042	-1.5544	1.0785
TIMP3	0.829	-2.5453	1.1911	1.5425	-1.6543	0.54	-0.0784	2.8847	2.2415	2.7563	0.9405	-0.8246	-1.5995	2.2615	1.4542	-1.3554	2.1599	-2.2172	1.3607	-0.001	1.6812	0.3006	0.5454	-1.2657	-0.2842	2.7374	-0.0752	-2.2613	0.0288	0.0029	2.4689	-0.2437	-0.3357	-0.464	-0.5569	0.9294	-0.1448	1.4784	0.8083	-0.1964	-3.298	1.2149	1.605	-1.7515	-1.0577	0.3267	-0.5603	-2.1593	-0.3086	-0.2842	0.3627	1.4087	-1.1024	-1.184	0.0727	-4.079	0.2045	-0.4725	-1.6933	0.1521	0.3141	-0.5716	-0.7067	-0.3262	0.0872	-0.1344	1.0526	-0.5464	-0.6778	-0.4308	-0.7263	0.6901	-2.3327	0.2594	0.2916	0.847	-0.7476	-1.7038	1.3432
MBNL1	0.1724	-1.137	0.748	0.4871	0.0815	-0.3802	-0.1534	0.407	-0.2821	-0.4017	0.6934	-0.9053	0.076	0.5383	-0.2168	-1.2657	0.1521	-0.2811	-1.5377	-0.3454	0.4378	0.209	-0.4892	-0.3532	-0.2303	0.4446	-0.4056	-4.3363	-0.2939	0.8055	-0.5073	-0.3886	0.6537	-0.9724	-0.6333	-0.1762	0.0499	0.7434	-0.6241	0.0507	-0.156	0.0565	0.383	-0.2471	0.0961	0.0059	-0.3136	-0.051	-0.057	0.397	-0.0102	0.3192	0.7823	-0.9609	0.4295	-0.0563	-0.0122	-0.5292	0.0933	0.0331	0.9856	0.1266	-0.6451	-0.0288	-0.6385	0.1946	0.7169	-0.1335	-0.2564	0.7332	0.0863	0.8395	1.1233	0.0712	0.6644	1.0375	0.0582	-0.3076	0.7031
CSDA	0.6427	1.0526	1.1233	-1.6992	0.9128	-0.8632	0.3539	0.7457	0.8159	0.0507	-0.4284	-1.0016	-0.2007	0.4744	-0.0274	-1.6814	-0.0444	1.472	0.185	1.0397	1.472	0.9433	0.9945	-0.4806	-0.8222	-0.032	-2.076	0.0232	-0.5073	-0.2647	0.2198	0.9971	0.7199	-1.3794	-0.1448	-1.5504	-0.7972	-0.0205	-1.8868	-1.0486	0.3077	1.8655	0.1714	-0.4764	1.5249	-0.9632	-1.388	1.2666	-1.5544	0.1905	0.8443	0.0549	0.8848	0.4186	0.6005	2.1779	-0.8534	-1.4056	0.1205	-0.7713	1.0706	-0.4068	2.1079	-1.0657	-3.2194	-1.3037	0.3539	-0.8483	-0.0761	1.8778	-1.1903	-0.3898	-0.2257	-0.8011	0.0969	0.0642	0.0989	0.1841	1.4577
IGFBP7	-0.0095	-0.6047	-0.0214	1.1937	-1.2461	1.3222	0.9486	0.3879	1.5174	1.7702	-0.1752	-0.0458	0.1473	0.7501	-0.4355	0.2033	1.2093	-1.4196	1.8073	0.0933	0.1653	0.5595	0.0989	-1.2352	0.1653	1.8867	0.0703	-0.7563	1.0279	1.2998	-0.0342	-0.1278	-0.866	0.3815	0.2789	1.0397	-0.0823	0.3406	0.3879	0.448	-1.746	-0.3886	1.1816	-0.2464	-1.4742	-1.839	-0.6451	-2.7657	-0.6778	-1.2069	0.2006	0.9243	-1.0425	0.1642	0.9917	-2.4006	-0.0838	-0.4068	-1.0164	0.1794	-0.2376	0.1287	1.3932	-0.165	0.1831	-0.7905	1.1765	-0.3685	-0.7783	0.7682	-0.5073	-0.3096	-0.3241	-0.0041	-0.11	-0.4254	-0.408	-1.0401	0.4514
IGFBP7	-0.189	-1.4664	-0.1126	0.252	-1.6342	0.1028	0.7096	0.2642	1.0154	0.3926	-0.2685	-0.3849	-0.1762	0.1352	-0.5073	-0.1335	0.7631	-2.2613	0.7226	-0.2239	-0.1094	0.3728	-0.2581	-0.7067	0.0405	1.2562	-0.0694	-1.1871	0.5472	0.6175	-0.4597	0.1112	-0.3008	0.1541	-0.0444	0.5418	0.2534	0.2594	0.6318	0.1572	-1.6494	-0.235	1.0626	-0.0548	-1.0513	-0.9189	-0.6107	-3.6072	-0.4122	-0.9846	0.0388	0.4815	-0.8358	-0.6532	0.6849	-1.8207	0.1009	-0.6385	-0.7736	0.198	0.1769	0.1053	0.4019	-0.2283	0.1009	-0.4474	1.0811	-0.3918	-0.0404	1.3995	-0.131	0.0625	-0.3918	-0.0258	0.0507	0.0989	-0.0807	-0.1385	0.6228
HTRA1	0.3728	-1.7134	-0.5673	-0.0678	-1.4196	-0.2229	-0.2851	1.2377	1.5072	0.5383	-0.866	0.1831	-0.4308	0.5128	-0.7713	-0.0444	-0.946	-1.1246	1.3841	-0.4709	0.0606	0.2678	0.3047	-0.5539	0.4587	1.4367	0.1276	-0.2104	1.0175	0.7557	-0.2757	-0.8297	-0.7308	-1.2387	-0.4318	0.0323	0.3418	-0.0428	-0.7521	0.2805	-1.8468	-0.3555	-0.0129	0.0439	0.0542	-0.18	0.4604	-2.1504	0.4548	-1.6146	-0.7833	1.4826	-1.6437	0.133	-0.7833	-1.0315	-0.0876	0.2006	-1.4479	0.54	0.1758	0.0175	-2.2505	0.4888	-0.1816	0.5163	0.6934	0.6644	0.0881	-1.4154	0.287	-0.5619	-1.7305	0.3321	-0.2104	-0.4949	-1.3757	-0.0342	0.1521
ITPR3	0.2881	1.2562	0.7096	-1.4869	0.8916	-1.5332	1.2637	-0.0102	-0.4697	0.133	2.2984	-0.2792	-0.0548	-0.1614	0.6961	-1.0657	0.7054	2.9083	-1.0164	0.9128	0.4514	0.932	0.9294	-0.4865	-1.5248	-0.0313	-1.2098	-0.1392	-0.9144	-1.2854	1.7212	1.1887	0.0961	-0.0228	-0.0335	-3.2194	-1.2352	-0.0587	-0.1094	-2.044	1.2212	2.1486	0.5681	-0.352	0.4153	1.1301	-0.8613	0.3942	-1.0087	1.2666	0.3175	-0.6915	1.1476	1.7874	0.3879	-0.2656	-1.2352	-1.2387	0.6807	-1.7569	0.1371	-0.184	0.8395	-1.5248	-1.1937	-1.0802	-0.1991	-1.2261	0.221	0.5553	-1.4056	0.7823	0.6828	-1.3282	0.1361	0.7169	-0.1964	-1.3591	0.0795
ITPR3	0.4248	1.1531	0.5681	-1.9558	0.6849	-1.2098	1.0732	-0.0918	-0.1659	0.3449	2.1079	-0.3995	-0.2697	-0.1972	0.5512	-1.4479	0.6735	2.5506	-0.8201	0.6295	0.4218	0.9128	0.9364	-0.5342	-1.5196	-0.3008	-1.3441	0.3554	-1.6814	-1.3992	1.4933	1.0397	-0.1318	0.0183	-0.0221	-2.9674	-1.1871	-0.2603	0.1653	-2.3327	0.7886	1.9609	0.1946	-0.6643	0.0557	1.3519	-2.1341	-0.3566	-1.6814	1.1937	0.2653	-0.7808	0.729	1.4896	0.3192	0.4411	-1.2495	-1.2556	0.2653	-3.1146	0.2174	-0.1752	0.5576	-2.2893	-1.2816	-1.3104	-0.3145	-2.6127	0.1226	0.3449	-1.3794	0.6708	0.6469	-1.44	0.0168	0.5338	-0.321	-1.2968	-0.2283
SLC7A5	0.2033	-1.7355	0.2546	0.0582	-0.0019	0.3702	0.9661	-1.2657	-0.9584	1.593	2.1843	-3.9486	-0.048	-0.3624	0.4908	-0.6434	-0.1858	1.1656	-0.6207	1.2722	0.7005	0.1552	1.707	-0.2411	-1.2968	1.1588	-1.8738	0.2099	-2.6442	-1.3955	0.1781	1.5642	1.6777	-0.0669	-0.5748	-2.3094	-0.9081	0.2839	-0.0989	-0.3746	1.1531	1.8778	1.0865	-0.9553	1.2586	1.9152	-0.9389	0.1254	-0.866	-0.1392	2.7374	-0.8177	-0.6027	2.843	-0.3175	1.0865	-1.7877	0.0517	1.9152	-1.8815	0.1276	-0.1607	0.9945	-1.0112	-0.866	-0.0981	0.0863	-0.8835	-0.2612	0.0658	-0.5716	0.775	1.294	-2.3327	1.1111	-0.171	0.0216	0.6901	0.2605
CTBP2	0.2992	0.1464	0.5472	-0.2212	0.1758	-1.1587	0.5454	0.0694	-0.1207	-0.5464	1.0947	-1.0938	-1.0605	0.0786	-0.6295	-1.1145	0.5784	0.5576	-0.4093	0.2904	-0.2757	0.0013	0.6665	0.2328	-1.2785	0.1066	-2.2265	-0.0768	-1.2292	-0.7713	-0.0694	1.6741	0.878	-0.0709	0.0059	-0.8272	-0.7496	0.3047	0.0815	-0.7401	1.1111	0.5576	0.7823	-0.3555	1.6087	-0.0719	-2.0342	0.8725	-1.5291	1.331	-0.0973	-0.4531	1.6332	-0.0396	0.3337	0.1692	-1.5995	-0.866	0.1287	-1.436	0.5944	-0.8076	1.9328	-1.436	-1.5504	-0.4667	-0.0855	-1.8815	-1.44	0.7864	-0.9413	1.0045	0.1103	-1.2001	0.1454	0.5703	0.7823	-0.2312	0.3728
SLC2A1	1.1351	3.4442	3.6728	0.0863	1.8434	-1.3104	0.9891	-0.3509	0.5746	4.0815	0.1205	-1.4196	-0.9211	0.3192	-0.6473	0.729	1.3903	1.5527	0.0306	3.1033	1.6518	1.7177	0.4673	-0.0495	-0.5959	-0.0152	-1.3517	3.0876	-0.2204	1.0926	-0.2665	1.9555	3.3089	0.3236	-0.3898	0.2305	-0.264	-0.6915	-0.3908	-1.0605	1.6777	0.3757	3.1298	-0.5823	1.4964	3.5694	-0.1166	-0.1063	-0.4612	-0.1809	3.6987	-0.3335	-0.051	3.0176	-0.3423	1.1707	-0.617	0.1769	0.338	-0.7044	-0.115	-0.475	2.3521	-0.5391	-0.6513	-0.5183	-0.1543	-0.3735	0.8753	2.132	-0.4342	1.0425	0.7823	-0.7929	-1.7081	-0.0807	0.932	-0.0634	2.6686
SLC2A1	1.0502	3.1161	3.2692	1.1022	1.8738	-2.4646	0.6228	-1.0623	0.5986	3.2692	0.028	-3.8398	-0.1752	0.7911	-1.5248	0.8525	2.6261	2.2725	-0.5634	3.1161	1.2072	1.5072	-1.1054	-0.0709	-4.2137	0.043	-3.8398	3.3468	0.1871	0.9158	-0.2437	2.6261	3.1605	0.6828	-2.9443	0.2725	-2.7474	-1.2167	-0.3038	-2.2363	2.1543	0.5128	3.0582	-2.2265	1.2856	3.4442	-2.279	-0.6385	-2.2505	-0.5647	3.2881	-0.8967	-0.3008	2.9197	-0.3096	0.2952	-2.1787	-0.3057	0.3406	-1.3554	-0.2501	-0.4147	1.9044	-2.4538	-0.3028	-0.1525	-0.366	-1.8937	0.4888	2.4607	-2.279	2.0095	0.3077	-2.9246	-3.4236	-0.8272	1.7909	0.076	2.686
PKM2	1.0425	0.6708	1.4964	-0.2321	0.8627	-1.7928	2.2022	0.9736	0.9433	1.6661	0.2559	-1.7631	0.4218	0.4725	0.3958	0.1445	0.645	2.1423	0.5922	2.0844	0.5472	1.3607	0.0943	-0.7783	-1.5797	0.7366	-3.1679	0.3845	-1.4121	0.2255	0.4055	-0.2007	1.1155	-1.3955	-2.197	-1.1521	-2.3094	0.5244	-1.2996	-1.2785	1.1736	1.5145	1.6592	-3.6844	1.2093	0.0989	-2.3327	0.2109	-2.3327	-0.2997	0.453	0.043	0.8656	-0.2716	0.0191	-1.2657	-2.0507	-1.0486	0.4725	-1.5995	0.6023	-1.6868	0.9515	-1.9959	-1.2524	-1.6042	0.4378	-1.5698	-1.1521	0.0357	-1.8538	0.0168	-0.4136	-1.3794	-2.1787	-0.1415	-0.2564	-0.5215	0.8181
BGN	0.2244	-1.4942	0.0273	0.8055	-1.3404	0.8418	1.532	1.6812	1.7001	1.7984	-0.4627	-0.3315	-0.0019	1.0127	0.0255	-0.3164	0.5595	-1.62	1.605	0.2006	0.3157	0.4548	0.5681	-1.432	0.0084	1.8901	0.0036	-1.2996	0.4639	1.4492	0.0183	-0.14	0.4153	0.0314	-0.2997	0.6849	-0.08	0.6735	0.212	0.1254	-1.62	-0.6859	1.3636	-0.3335	-1.1903	-1.7305	-0.3955	-1.1655	-0.2804	-2.0203	0.2352	1.2637	-1.0997	0.3279	0.2133	-1.9495	-0.0963	-0.4368	-1.5248	0.1139	0.2291	-0.2526	0.0906	-0.1883	0.2495	-0.8055	1.4266	-0.5447	-0.5647	0.3478	-0.5464	-0.2988	-0.8755	0.115	-0.4435	-0.3746	-0.2881	-0.3941	1.3751
DAB2	-0.4994	-0.341	0.775	-0.1278	1.2236	-0.4877	0.1926	0.1663	1.3811	0.2631	2.9083	-0.7354	-1.5544	0.7117	0.6043	-0.9263	-0.0531	-0.1385	1.3553	0.6043	0.9971	1.331	0.2281	0.1445	-0.4284	0.3801	-0.0989	-0.0955	0.4783	0.6579	1.7419	-0.3106	-0.617	-0.8055	0.3337	-0.1431	-0.3357	0.1633	0.0915	-0.4163	-1.0513	0.5146	0.059	5e-4	-1.6342	-0.0297	-0.4725	1.3021	-0.3123	0.8159	-1.321	0.9098	-0.0173	-1.5797	-1.6814	0.8605	-0.6385	0.0036	-1.2749	-0.0173	0.1352	-0.5342	-0.5245	-0.1641	-0.9144	-0.1977	0.6984	-0.5245	-1.6253	-0.179	-0.7457	0.6735	-1.4196	0.0133	0.4055	2.7374	-3.196	-1.4779	0.318
DAB2	-0.5086	-0.8692	0.112	0.0464	1.8571	-0.0243	0.4282	0.1321	0.8991	-0.0685	2.8741	-1.0832	-0.8327	0.7655	0.4186	-0.6915	-0.0728	-0.0752	0.7731	0.4233	1.3249	1.1132	0.5986	0.2737	-0.3324	0.3394	0.0029	-0.4667	0.5703	0.6398	1.7786	-0.2293	-0.2881	-0.2248	0.3365	-0.3028	-0.3708	0.1464	-0.0297	-0.14	-1.3916	0.6427	-0.2159	-0.2321	-1.7413	0.2444	-0.3825	0.1682	-0.3017	0.4055	-1.436	0.6624	-0.1199	-1.3362	-1.0547	1.097	-0.4368	-0.1027	-1.1334	-0.0436	-0.3114	0.0084	-0.7713	-0.4725	-0.8055	0.0388	0.0265	-0.4709	-1.4779	-0.5009	-1.0016	0.0412	-2.068	-0.001	0.1066	2.5269	-3.4963	-1.7515	0.1642
